100,1400
120,1400
100,1450
120,1450
140,1450
220,1450
240,1450
80,1500
120,1500
140,1500
160,1500
200,1500
220,1500
240,1500
80,1550
100,1550
120,1550
140,1550
160,1550
180,1550
200,1550
220,1550
80,1600
100,1600
120,1600
140,1600
160,1600
180,1600
200,1600
80,1650
100,1650
120,1650
140,1650
180,1650
200,1650
240,1650
260,1650
280,1650
60,1700
80,1700
100,1700
140,1700
180,1700
220,1700
240,1700
260,1700
280,1700
300,1700
320,1700
340,1700
360,1700
480,1700
60,1750
80,1750
100,1750
280,1750
300,1750
320,1750
340,1750
360,1750
380,1750
400,1750
420,1750
440,1750
520,1750
540,1750
80,1800
100,1800
300,1800
320,1800
340,1800
360,1800
380,1800
400,1800
420,1800
440,1800
460,1800
480,1800
520,1800
540,1800
560,1800
580,1800
600,1800
80,1850
100,1850
340,1850
360,1850
380,1850
400,1850
420,1850
440,1850
460,1850
480,1850
500,1850
520,1850
540,1850
560,1850
580,1850
600,1850
620,1850
640,1850
660,1850
100,1900
120,1900
360,1900
400,1900
420,1900
440,1900
460,1900
480,1900
500,1900
520,1900
540,1900
560,1900
580,1900
600,1900
620,1900
640,1900
660,1900
680,1900
700,1900
720,1900
740,1900
920,1900
940,1900
1120,1900
100,1950
120,1950
500,1950
520,1950
540,1950
560,1950
580,1950
600,1950
620,1950
640,1950
660,1950
680,1950
700,1950
720,1950
740,1950
760,1950
780,1950
800,1950
920,1950
940,1950
960,1950
980,1950
1100,1950
1120,1950
1140,1950
1200,1950
100,2000
120,2000
500,2000
520,2000
560,2000
580,2000
600,2000
620,2000
640,2000
660,2000
680,2000
700,2000
720,2000
740,2000
760,2000
780,2000
800,2000
820,2000
840,2000
860,2000
880,2000
900,2000
920,2000
940,2000
960,2000
980,2000
1000,2000
1200,2000
100,2050
120,2050
620,2050
640,2050
660,2050
680,2050
700,2050
720,2050
740,2050
760,2050
780,2050
800,2050
820,2050
840,2050
860,2050
880,2050
900,2050
920,2050
940,2050
960,2050
980,2050
1000,2050
1020,2050
1040,2050
1060,2050
1080,2050
1120,2050
1200,2050
1220,2050
100,2100
120,2100
660,2100
700,2100
720,2100
740,2100
760,2100
780,2100
820,2100
840,2100
860,2100
880,2100
900,2100
920,2100
940,2100
960,2100
980,2100
1000,2100
1020,2100
1040,2100
